Ligada
Desligada
Ligada
Desligada
Ligada
Desligada
Ligada
Desligada
Ligada
Desligada
2025-06-19 22:21:02;Movimento Detetado
2025-06-19 22:21:07;Sem Movimento
2025-06-19 22:21:17;Movimento Detetado
2025-06-19 22:21:23;Sem Movimento
2025-06-19 22:25:20;Movimento Detetado
2025-06-19 22:25:24;Sem Movimento
2025-06-19 22:25:34;Movimento Detetado
2025-06-19 22:25:42;Sem Movimento
2025-06-19 22:40:48;Movimento Detetado
2025-06-19 22:40:57;Sem Movimento
2025-06-19 22:47:06;Movimento Detetado
2025-06-19 22:47:19;Movimento Detetado
2025-06-19 22:47:25;Sem Movimento
2025-06-19 22:54:33;Movimento Detetado
2025-06-19 22:54:39;Sem Movimento
2025-06-19 22:54:44;Movimento Detetado
2025-06-19 22:54:50;Sem Movimento
2025-06-19 22:55:25;Movimento Detetado
2025-06-19 22:55:31;Sem Movimento
2025-06-19 22:56:36;Movimento Detetado
2025-06-19 22:56:42;Sem Movimento
2025-06-19 22:58:17;Movimento Detetado
2025-06-19 22:58:23;Sem Movimento
2025-06-19 23:01:43;Movimento Detetado
2025-06-19 23:01:49;Sem Movimento
2025-06-19 23:18:50;Sem Movimento
2025-06-19 23:18:52;Sem Movimento
2025-06-19 23:18:54;Sem Movimento
2025-06-19 23:18:57;Sem Movimento
2025-06-19 23:19:00;Sem Movimento
2025-06-19 23:19:02;Sem Movimento
2025-06-19 23:19:04;Sem Movimento
2025-06-19 23:19:06;Sem Movimento
2025-06-19 23:19:09;Sem Movimento
2025-06-19 23:19:11;Sem Movimento
2025-06-19 23:19:13;Sem Movimento
2025-06-19 23:21:26;Movimento Detetado
2025-06-19 23:21:36;Sem Movimento
2025-06-19 23:21:38;Sem Movimento
2025-06-19 23:21:40;Sem Movimento
2025-06-19 23:21:42;Sem Movimento
2025-06-19 23:21:44;Sem Movimento
2025-06-19 23:21:46;Sem Movimento
2025-06-19 23:21:48;Sem Movimento
2025-06-19 23:21:50;Sem Movimento
2025-06-19 23:21:53;Sem Movimento
2025-06-19 23:21:55;Sem Movimento
2025-06-19 23:21:57;Sem Movimento
2025-06-19 23:21:59;Sem Movimento
2025-06-19 23:22:01;Sem Movimento
2025-06-19 23:22:04;Sem Movimento
2025-06-19 23:22:06;Sem Movimento
2025-06-19 23:22:09;Sem Movimento
2025-06-19 23:22:13;Sem Movimento
2025-06-19 23:22:15;Movimento Detetado
2025-06-19 23:22:24;Sem Movimento
2025-06-19 23:22:26;Sem Movimento
2025-06-19 23:22:29;Sem Movimento
2025-06-19 23:22:31;Sem Movimento
2025-06-19 23:22:33;Sem Movimento
2025-06-19 23:22:36;Movimento Detetado
