Ligada
Desligada
Ligada
Desligada
Ligada
Desligada
Ligada
Desligada
Ligada
Desligada
2025-06-21 18:27:45;Ligado
2025-06-21 19:10:56;Ligado
2025-06-20 00:13:26;Ligado
2025-06-20 00:13:27;Desligado
2025-06-20 00:13:31;Ligado
2025-06-20 00:13:32;Desligado
2025-06-21 20:02:04;Ligado
2025-06-21 20:02:07;Desligado
2025-06-20 00:14:26;Ligado
2025-06-20 00:14:27;Desligado
2025-06-20 00:14:31;Ligado
2025-06-20 00:14:32;Desligado
2025-06-20 00:14:36;Ligado
2025-06-20 00:14:37;Desligado
2025-06-20 00:14:42;Ligado
2025-06-20 00:14:43;Desligado
2025-06-20 00:14:47;Ligado
2025-06-20 00:14:48;Desligado
2025-06-20 00:14:59;Ligado
2025-06-20 00:15:00;Desligado
2025-06-20 00:15:24;Ligado
2025-06-20 00:15:25;Desligado
2025-06-20 00:15:41;Ligado
2025-06-20 00:15:42;Desligado
2025-06-20 00:16:02;Ligado
2025-06-20 00:16:03;Desligado
2025-06-20 00:16:45;Ligado
2025-06-20 00:16:46;Desligado
2025-06-20 00:17:18;Ligado
2025-06-20 00:17:19;Desligado
2025-06-20 00:18:38;Ligado
2025-06-20 00:18:39;Desligado
2025-06-20 00:19:49;Ligado
2025-06-20 00:19:50;Desligado
2025-06-20 00:19:54;Ligado
2025-06-20 00:19:55;Desligado
2025-06-20 00:21:03;Ligado
2025-06-20 00:21:04;Desligado
2025-06-20 00:21:08;Ligado
2025-06-20 00:21:09;Desligado
2025-06-20 00:21:13;Ligado
2025-06-21 20:09:04;Ligado
2025-06-20 00:21:14;Desligado
2025-06-20 00:21:18;Ligado
2025-06-20 00:21:19;Desligado
2025-06-21 20:09:25;Ligado
2025-06-21 20:09:36;Desligado
2025-06-21 20:09:38;Ligado
2025-06-20 00:21:58;Ligado
2025-06-20 00:21:59;Desligado
2025-06-21 20:09:56;Ligado
2025-06-20 00:22:18;Ligado
2025-06-20 00:22:19;Desligado
2025-06-20 00:22:52;Ligado
2025-06-20 00:22:53;Desligado
2025-06-20 00:23:19;Ligado
2025-06-20 00:23:20;Desligado
2025-06-20 00:24:10;Ligado
2025-06-20 00:24:11;Desligado
2025-06-20 00:24:53;Ligado
2025-06-20 00:24:54;Desligado
2025-06-21 20:13:07;Ligado
2025-06-21 20:13:16;Desligado
2025-06-21 20:13:39;Ligado
2025-06-21 20:13:49;Desligado
2025-06-21 20:13:52;Ligado
2025-06-20 00:26:04;Ligado
2025-06-20 00:26:05;Desligado
2025-06-21 20:13:58;Desligado
2025-06-20 00:26:19;Ligado
2025-06-20 00:26:20;Desligado
2025-06-20 00:26:24;Ligado
2025-06-20 00:26:25;Desligado
2025-06-20 00:26:29;Ligado
2025-06-20 00:26:30;Desligado
2025-06-20 00:26:34;Ligado
2025-06-20 00:26:35;Desligado
2025-06-20 00:36:28;Ligado
2025-06-20 00:36:29;Desligado
2025-06-20 00:36:39;Ligado
2025-06-20 00:36:40;Desligado
2025-06-20 00:36:44;Ligado
2025-06-20 00:36:45;Desligado
2025-06-20 00:36:59;Ligado
2025-06-20 00:37:00;Desligado
2025-06-20 00:37:04;Ligado
2025-06-20 00:37:05;Desligado
2025-06-20 00:37:15;Ligado
2025-06-20 00:37:16;Desligado
2025-06-20 00:37:21;Ligado
2025-06-20 00:37:22;Desligado
2025-06-20 00:37:26;Ligado
2025-06-20 00:37:27;Desligado
2025-06-21 20:25:20;Ligado
2025-06-20 00:37:34;Ligado
2025-06-20 00:37:35;Desligado
2025-06-21 20:25:28;Desligado
2025-06-20 00:37:45;Ligado
2025-06-20 00:37:46;Desligado
2025-06-20 00:38:01;Ligado
2025-06-20 00:38:02;Desligado
2025-06-20 00:38:15;Ligado
2025-06-20 00:38:16;Desligado
2025-06-20 00:38:21;Ligado
2025-06-20 00:38:22;Desligado
2025-06-20 00:38:40;Ligado
2025-06-20 00:38:41;Desligado
2025-06-20 00:38:45;Ligado
2025-06-20 00:38:46;Desligado
2025-06-20 00:39:47;Ligado
2025-06-20 00:39:48;Desligado
2025-06-20 00:39:52;Ligado
2025-06-20 00:39:53;Desligado
2025-06-20 00:40:57;Ligado
2025-06-20 00:40:58;Desligado
